tissue	gene	canonical_idx	other_idx	long_idx	short_idx	canonical_is_lo	size	domain_binary	nterm_overlap	disorder_frac	resync_failure_binary	severity_score	domain_binary_faithful	severity_score_region	severity_score_scram	size_long_region	size_short_region
muscle	ENSG00000271092.5	35	25	35	25	0	31	0	0	0.0834838709677419	0	-1.020501732826233	0	-1.7474737167358398	-0.2621377110481262	31	60
muscle	ENSG00000122741.16	15907	26	15907	26	0	66	0	0	-0.0426060606060606	0	3.4187254905700684	0	22.875728607177734	0.10791569948196411	66	60
muscle	ENSG00000147996.17	16806	31	16806	31	0	216	0	0	0.0920324074074074	1	-0.959690809249878	0	0.2594280242919922	0.5411884784698486	216	1
muscle	ENSG00000147996.17	16806	32	16806	32	0	216	0	0	0.0920324074074074	1	-0.959690809249878	0	0.2594280242919922	-2.7343149185180664	216	1
muscle	ENSG00000147996.17	16806	15833	16806	15833	0	282	0	0	0.0762482269503546	1	2.5265932083129883	0	1.9952675104141235	-0.03800857067108154	282	60
muscle	ENSG00000147996.17	16806	24724	16806	24724	0	216	0	0	0.0920324074074074	1	-0.959690809249878	0	0.2594280242919922	-0.8162089586257935	216	1
muscle	ENSG00000147996.17	16806	24725	16806	24725	0	216	0	0	0.0920324074074074	1	-0.959690809249878	0	0.2594280242919922	3.7554142475128174	216	1
muscle	ENSG00000119139.21	15818	38	15818	38	0	37	0	0	0.3805135135135135	0	0.1276178508996963	0	1.041045069694519	7.1932148933410645	37	37
muscle	ENSG00000119139.21	15818	39	15818	39	0	37	0	0	0.3805135135135135	0	0.1276178508996963	0	1.041045069694519	-3.5317959785461426	37	37
muscle	ENSG00000119139.21	15818	11186	15818	11186	0	147	1	0	0.2919183673469388	1	0.0556144043803215	1	-0.6278637647628784	1.0933279991149902	44	44
muscle	ENSG00000119139.21	15818	11187	15818	11187	0	147	1	0	0.2919183673469388	1	0.0556144043803215	1	-0.6278637647628784	-5.347016334533691	44	44
muscle	ENSG00000119139.21	15818	31531	31531	15818	1	74	0	1	0.1489855072463768	0	-1.4048330783843994	0	-16.600433349609375	6.65643310546875	69	69
muscle	ENSG00000119139.21	15818	31532	31532	15818	1	74	0	1	0.1489855072463768	0	-1.4048330783843994	0	-16.600433349609375	1.0102908611297607	69	69
muscle	ENSG00000148090.12	15540	40	15540	40	0	128	0	0	0.1167454545454545	1	0.6330640912055969	0	3.5039162635803223	-5.653156757354736	110	26
muscle	ENSG00000165233.18	15504	41	15504	41	0	123	0	1	0.0639098360655737	1	11.87624740600586	0	16.45488929748535	11.006052017211914	122	7
muscle	ENSG00000165233.18	15504	23130	23130	15504	1	172	0	0	0.1450636363636363	0	-4.09725284576416	0	-7.833260536193848	7.21772575378418	110	66
muscle	ENSG00000165233.18	15504	23240	15504	23240	0	63	0	1	0.166047619047619	1	-1.3301540613174438	0	-5.727808475494385	-8.132665634155273	63	60
muscle	ENSG00000148120.19	21821	43	21821	43	0	230	0	1	0.1304451612903225	1	6.882241725921631	0	7.111281871795654	6.481511116027832	155	87
muscle	ENSG00000148120.19	21821	23434	21821	23434	0	235	0	1	0.1306666666666666	1	7.053591728210449	0	7.363219261169434	7.692763328552246	156	89
muscle	ENSG00000148120.19	21821	23777	21821	23777	0	4	0	1	0.3512499999999999	0	-0.0229472219944	0	1.586451530456543	-1.858151912689209	4	60
muscle	ENSG00000148120.19	21821	36190	21821	36190	0	262	0	1	0.1088481012658227	1	8.301287651062012	0	8.497998237609863	8.73900032043457	158	114
muscle	ENSG00000158169.14	5968	47	5968	47	0	547	0	1	0.0433255813953488	1	8.13446044921875	0	8.170631408691406	7.49830436706543	516	59
muscle	ENSG00000158169.14	5968	48	5968	48	0	547	0	1	0.0433255813953488	1	8.13446044921875	0	8.170631408691406	7.541718006134033	516	59
muscle	ENSG00000158169.14	5968	49	5968	49	0	547	0	1	0.0433255813953488	1	8.13446044921875	0	8.170631408691406	7.654815673828125	516	59
muscle	ENSG00000158169.14	5968	50	5968	50	0	547	0	1	0.0433255813953488	1	8.13446044921875	0	8.170631408691406	7.503676414489746	516	59
muscle	ENSG00000158169.14	5968	51	5968	51	0	572	0	1	0.0481029126213592	1	12.664684295654297	0	12.194944381713867	12.475208282470703	515	74
muscle	ENSG00000158169.14	5968	52	5968	52	0	572	0	1	0.0481029126213592	1	12.664684295654297	0	12.194944381713867	11.88858699798584	515	74
muscle	ENSG00000158169.14	5968	21094	5968	21094	0	618	0	1	0.0442767175572519	1	5.487763404846191	0	4.718899250030518	3.8898255825042725	524	111
muscle	ENSG00000158169.14	5968	21095	5968	21095	0	618	0	1	0.0442767175572519	1	5.487763404846191	0	4.718899250030518	3.8326807022094727	524	111
muscle	ENSG00000158122.12	15442	53	15442	53	0	44	0	0	0.1011363636363636	1	4.751478672027588	0	3.3826141357421875	8.256871223449707	44	60
muscle	ENSG00000158122.12	15442	19649	15442	19649	0	117	0	1	0.1152649572649572	1	10.668533325195312	0	7.614988803863525	10.92408561706543	117	60
muscle	ENSG00000158122.12	15442	21876	15442	21876	0	54	0	1	0.1332777777777777	0	2.117741107940674	0	0.30302131175994873	2.5555830001831055	54	60
muscle	ENSG00000251349.3	56	24866	56	24866	0	111	0	1	0.13509009009009	0	2.055731296539306	0	13.724865913391113	-3.2621512413024902	111	60
muscle	ENSG00000186051.7	59	60	59	60	0	25	0	1	0.1118	0	0.3637428879737854	0	-8.542282104492188	-1.557780385017395	25	60
muscle	ENSG00000106771.13	15294	61	15294	61	0	39	0	0	0.161025641025641	0	-0.222964197397232	0	-1.8475468158721924	-0.6090006828308105	39	60
muscle	ENSG00000106771.13	15294	19751	15294	19751	0	8	0	0	-0.11725	0	-0.0422397926449775	0	2.3710248470306396	17.626508712768555	8	60
muscle	ENSG00000156875.14	14060	62	14060	62	0	38	0	0	-0.0349210526315789	0	1.2821892499923706	0	6.698371887207031	7.863314151763916	38	60
muscle	ENSG00000070159.14	15283	63	63	15283	1	508	1	1	0.0953160173160173	1	27.259042739868164	1	27.765127182006836	27.138078689575195	462	65
muscle	ENSG00000070159.14	15283	19666	19666	15283	1	768	1	1	0.0916547455295735	1	26.27356338500977	1	26.600318908691406	25.669593811035156	727	59
muscle	ENSG00000070159.14	15283	19667	19667	15283	1	768	1	1	0.0916547455295735	1	26.27356338500977	1	26.600318908691406	26.00615882873535	727	59
muscle	ENSG00000070159.14	15283	21905	21905	15283	1	724	1	1	0.0915212298682283	1	26.344554901123047	1	26.615589141845703	26.974620819091797	683	60
muscle	ENSG00000070159.14	15283	21906	21906	15283	1	724	1	1	0.0915212298682283	1	26.344554901123047	1	26.615589141845703	25.586688995361328	683	60
muscle	ENSG00000148153.14	15207	66	15207	66	0	145	0	1	0.1302278481012658	1	1.38661789894104	0	1.2501040697097778	0.22967445850372314	79	75
muscle	ENSG00000136933.17	15029	68	15029	68	0	105	0	0	0.1239619047619047	0	1.3190144300460815	0	7.413178443908691	4.916745662689209	105	60
muscle	ENSG00000136933.17	15029	3708	15029	3708	0	51	0	0	0.0822549019607843	0	0.3323607444763183	0	6.341845512390137	-0.04908795282244682	51	60
muscle	ENSG00000167081.18	15012	69	15012	69	0	108	0	1	0.1663148148148148	0	-1.271545171737671	0	-1.3044427633285522	9.242239952087402	108	60
muscle	ENSG00000167081.18	15012	70	15012	70	0	108	0	1	0.1663148148148148	0	-1.271545171737671	0	-1.3044427633285522	-12.291921615600586	108	60
muscle	ENSG00000167081.18	15012	10691	15012	10691	0	94	1	0	0.1114831460674157	1	0.8251134157180786	1	-1.2084083557128906	-16.649822235107422	89	6
muscle	ENSG00000167081.18	15012	10692	15012	10692	0	94	1	0	0.1114831460674157	1	0.8251134157180786	1	-1.2084083557128906	-10.00765609741211	89	6
muscle	ENSG00000122435.11	14057	71	14057	71	0	212	0	0	0.1103333333333333	0	-2.1005406379699707	0	-2.1335082054138184	2.0727059841156006	186	31
muscle	ENSG00000122435.11	14057	23973	14057	23973	0	309	0	1	0.1109093851132686	1	1.5851958990097046	0	12.890913009643555	-3.885011672973633	309	2
muscle	ENSG00000136828.19	72	73	72	73	0	38	0	0	0.2766333333333333	1	-0.2004410326480865	0	-3.149899959564209	8.382359504699707	30	8
muscle	ENSG00000136828.19	72	21421	72	21421	0	714	1	1	0.1387878787878787	1	24.72631072998047	1	25.177947998046875	25.614158630371094	660	66
muscle	ENSG00000136828.19	72	21422	72	21422	0	714	1	1	0.1387878787878787	1	24.72631072998047	1	25.177947998046875	24.908367156982422	660	66
muscle	ENSG00000136895.19	14984	74	74	14984	1	84	0	1	0.2051518987341772	0	0.0149928107857704	0	-3.1650331020355225	8.128562927246094	79	70
muscle	ENSG00000136877.16	14950	75	14950	75	0	90	0	0	0.1389438202247191	1	-1.2068109512329102	0	3.864586353302002	13.483898162841797	89	2
muscle	ENSG00000136877.16	14950	14939	14950	14939	0	50	0	1	0.0983799999999999	0	-0.4154075682163238	0	-12.449970245361328	-2.15141224861145	50	60
muscle	ENSG00000136877.16	14950	31371	14950	31371	0	297	0	0	0.107211111111111	1	-0.609480619430542	0	5.751484394073486	2.7499797344207764	270	58
muscle	ENSG00000119333.12	14756	79	14756	79	0	32	0	1	0.04909375	1	0.907282829284668	0	14.421164512634277	10.489307403564453	32	60
muscle	ENSG00000198917.13	12840	80	12840	80	0	460	0	1	0.1978581081081081	1	-9.95819091796875	0	-9.616898536682129	-10.066631317138672	296	175
muscle	ENSG00000198917.13	12840	81	12840	81	0	460	0	1	0.1978581081081081	1	-9.95819091796875	0	-9.616898536682129	-10.002015113830566	296	175
muscle	ENSG00000136819.15	14671	83	14671	83	0	20	0	1	0.22925	0	-0.1258121281862259	0	-1.862014651298523	-0.06429359316825867	20	60
muscle	ENSG00000187713.7	10848	86	86	10848	1	219	0	1	0.3088739495798319	1	11.712139129638672	0	11.880240440368652	12.34716796875	119	106
muscle	ENSG00000187713.7	10848	87	87	10848	1	219	0	1	0.3088739495798319	1	11.712139129638672	0	11.880240440368652	12.321281433105469	119	106
muscle	ENSG00000187713.7	10848	88	88	10848	1	219	0	1	0.3088739495798319	1	11.712139129638672	0	11.880240440368652	12.3682861328125	119	106
muscle	ENSG00000197070.14	14374	89	14374	89	0	464	1	1	0.1514585492227979	1	23.35519027709961	1	23.108566284179688	23.414344787597656	386	89
muscle	ENSG00000162639.16	32551	90	90	32551	1	12	0	1	0.086	0	0.0810534656047821	0	-2.089628219604492	-6.751673221588135	11	3
muscle	ENSG00000015171.21	16679	91	16679	91	0	54	0	0	0.0735	0	1.3339929580688477	0	9.009893417358398	7.068727016448975	54	60
muscle	ENSG00000015171.21	16679	18918	16679	18918	0	31	0	0	0.152258064516129	0	0.5268027782440186	0	3.0908803939819336	-4.645565032958984	31	60
muscle	ENSG00000015171.21	16679	30034	16679	30034	0	85	0	0	0.1022235294117646	0	1.207497477531433	0	6.775756359100342	-3.136078119277954	85	60
muscle	ENSG00000015171.21	16679	35954	16679	35954	0	91	0	0	0.0929780219780219	0	2.637834548950196	0	19.547863006591797	0.546574592590332	91	3
muscle	ENSG00000134452.20	13071	93	13071	93	0	66	0	1	0.1163636363636363	0	-0.3035094439983368	0	-3.144690990447998	-0.3606724739074707	44	44
muscle	ENSG00000134452.20	13071	18330	18330	13071	1	17	0	0	0.2401176470588235	0	-0.0615405440330505	0	6.915635108947754	-4.566295146942139	17	17
muscle	ENSG00000065675.16	4274	94	94	4274	1	34	0	1	0.0919705882352941	0	-0.7871370315551758	0	-10.137126922607422	-14.54720687866211	34	60
muscle	ENSG00000065675.16	4274	27054	4274	27054	0	125	0	1	0.0810799999999999	0	-0.5398910641670227	0	-0.9539663791656494	6.160261154174805	125	60
muscle	ENSG00000065675.16	4274	27055	4274	27055	0	125	0	1	0.0810799999999999	0	-0.5398910641670227	0	-0.9539663791656494	-7.155167579650879	125	60
muscle	ENSG00000065665.21	6664	95	6664	95	0	242	0	1	-0.0197479338842975	1	3.8056178092956543	0	7.18125057220459	4.400275230407715	242	60
muscle	ENSG00000065665.21	6664	96	6664	96	0	242	0	1	-0.0197479338842975	1	3.8056178092956543	0	7.18125057220459	1.8377190828323364	242	60
muscle	ENSG00000148481.14	5443	99	5443	99	0	295	0	1	0.0820508474576271	1	10.603382110595703	0	5.544291973114014	16.044761657714844	295	60
muscle	ENSG00000148481.14	5443	15980	5443	15980	0	295	0	1	0.0820508474576271	1	10.603382110595703	0	5.544291973114014	9.346412658691406	295	60
muscle	ENSG00000148481.14	5443	23741	5443	23741	0	173	0	1	0.1231560693641618	0	9.482370376586914	0	16.293628692626953	0.43833744525909424	173	60
muscle	ENSG00000148481.14	5443	23742	5443	23742	0	173	0	1	0.1231560693641618	0	9.482370376586914	0	16.293628692626953	14.804759979248047	173	60
muscle	ENSG00000150054.19	34529	100	34529	100	0	258	1	0	0.1027674418604651	1	1.7568942308425903	1	7.53085470199585	1.471137523651123	258	60
muscle	ENSG00000291093.2	34734	101	101	34734	1	220	0	1	0.0432746478873239	1	1.8969991207122805	0	2.177119016647339	1.162659764289856	142	83
muscle	ENSG00000291093.2	34734	19792	19792	34734	1	160	0	1	0.0373777777777777	1	1.043852686882019	0	0.9485355615615845	1.3033249378204346	90	79
muscle	ENSG00000291093.2	34734	20307	20307	34734	1	160	0	1	0.0373777777777777	1	1.043852686882019	0	0.9485355615615845	1.2137246131896973	90	79
muscle	ENSG00000291093.2	34734	20638	20638	34734	1	220	0	1	0.0432746478873239	1	1.8969991207122805	0	2.177119016647339	1.6521966457366943	142	83
muscle	ENSG00000291093.2	34734	20639	20639	34734	1	220	0	1	0.0432746478873239	1	1.8969991207122805	0	2.177119016647339	1.8479727506637573	142	83
muscle	ENSG00000291093.2	34734	31176	31176	34734	1	220	0	1	0.0432746478873239	1	1.8969991207122805	0	2.177119016647339	1.7735037803649902	142	83
muscle	ENSG00000291093.2	34734	34830	34830	34734	1	137	0	1	0.0603947368421052	1	6.064127445220947	0	6.606813430786133	7.312717914581299	76	69
muscle	ENSG00000095794.21	34786	102	34786	102	0	184	0	1	0.1772663043478261	1	-2.171550989151001	0	-3.1717240810394287	1.7913395166397095	184	60
muscle	ENSG00000095794.21	34786	104	34786	104	0	79	0	1	0.1200253164556961	1	1.3282111883163452	0	7.623015403747559	2.0415287017822266	79	60
muscle	ENSG00000095794.21	34786	15326	34786	15326	0	167	1	1	0.1718132530120481	1	14.154419898986816	1	26.855228424072266	11.828265190124512	166	4
muscle	ENSG00000095794.21	34786	22825	34786	22825	0	204	0	1	0.1690416666666666	1	0.6988475322723389	0	8.985517501831055	-2.103877067565918	192	18
muscle	ENSG00000095794.21	34786	22914	34786	22914	0	202	0	1	0.1728514851485148	1	-1.5861904621124268	0	-5.354541301727295	5.38905668258667	202	5
muscle	ENSG00000095794.21	34786	23586	34786	23586	0	189	0	1	0.167005291005291	1	-0.8786948919296265	0	4.164845943450928	-2.5877232551574707	189	2
muscle	ENSG00000196693.15	12487	105	12487	105	0	112	1	1	0.1243482142857143	0	-2.211271047592163	1	-0.6681630611419678	-10.675379753112793	112	60
muscle	ENSG00000196693.15	12487	106	12487	106	0	112	1	1	0.1243482142857143	0	-2.211271047592163	1	-0.6681630611419678	12.969320297241211	112	60
muscle	ENSG00000198298.13	13005	107	13005	107	0	91	1	1	0.084032967032967	0	-3.092712879180908	1	-5.871572017669678	0.24633005261421204	91	60
muscle	ENSG00000198298.13	13005	108	13005	108	0	91	1	1	0.084032967032967	0	-3.092712879180908	1	-5.871572017669678	1.7894294261932373	91	60
muscle	ENSG00000156171.15	24063	24676	24063	24676	0	128	0	1	-0.0022016806722689	0	0.9215739965438844	0	-0.23499137163162231	0.6264594793319702	119	12
muscle	ENSG00000204179.11	113	17987	113	17987	0	51	0	1	0.1988095238095238	0	1.325303316116333	0	6.120128631591797	2.5230512619018555	42	14
muscle	ENSG00000204147.11	32163	114	114	32163	1	234	0	1	0.0517943262411347	1	19.06230354309082	0	19.74399185180664	20.185012817382812	141	100
muscle	ENSG00000204147.11	32163	115	115	32163	1	234	0	1	0.0517943262411347	1	19.06230354309082	0	19.74399185180664	19.733013153076172	141	100
muscle	ENSG00000204147.11	32163	15161	15161	32163	1	209	0	1	0.1120152671755725	1	17.354143142700195	0	16.903217315673828	18.873489379882812	131	90
muscle	ENSG00000204147.11	32163	15162	15162	32163	1	209	0	1	0.1120152671755725	1	17.354143142700195	0	16.903217315673828	18.654682159423828	131	90
muscle	ENSG00000204147.11	32163	31891	31891	32163	1	212	0	1	0.0805766423357664	1	16.505664825439453	0	15.686013221740723	17.500139236450195	137	91
muscle	ENSG00000204147.11	32163	31892	31892	32163	1	212	0	1	0.0805766423357664	1	16.505664825439453	0	15.686013221740723	18.661937713623047	137	91
muscle	ENSG00000165449.12	116	117	116	117	0	406	0	0	0.0074764705882352	1	0.9872478246688844	0	6.784402847290039	-0.4542831480503082	340	77
muscle	ENSG00000165476.14	15083	119	15083	119	0	108	0	0	0.2430555555555555	1	-0.6808212399482727	0	2.215435266494751	3.1171014308929443	108	5
muscle	ENSG00000165476.14	15083	120	15083	120	0	108	0	0	0.2430555555555555	1	-0.6808212399482727	0	2.215435266494751	0.04909062385559082	108	5
muscle	ENSG00000138303.19	33146	24168	33146	24168	0	118	0	1	0.0834742268041237	0	-1.2650772333145142	0	-0.3590667247772217	4.89439582824707	97	31
muscle	ENSG00000138303.19	33146	33144	33146	33144	0	40	0	0	0.09335	0	0.0948682427406311	0	7.031007766723633	-2.3242688179016113	40	60
muscle	ENSG00000148719.16	123	10301	123	10301	0	458	1	1	0.1164972375690607	1	21.10773468017578	1	20.873056411743164	21.192615509033203	362	99
muscle	ENSG00000148719.16	123	10302	123	10302	0	458	1	1	0.1164972375690607	1	21.10773468017578	1	20.873056411743164	21.301544189453125	362	99
muscle	ENSG00000148719.16	123	17814	123	17814	0	458	0	1	0.1164972375690607	1	21.10773468017578	0	20.873056411743164	21.422574996948242	362	99
muscle	ENSG00000148719.16	123	17815	123	17815	0	458	0	1	0.1164972375690607	1	21.10773468017578	0	20.873056411743164	21.253265380859375	362	99
muscle	ENSG00000134255.16	12054	125	12054	125	0	17	0	0	-0.0909230769230769	0	0.0619315654039382	0	-0.05413840711116791	19.86368179321289	13	13
muscle	ENSG00000134255.16	12054	23182	12054	23182	0	245	0	1	0.0078897959183673	1	13.693220138549805	0	20.12614631652832	14.93303108215332	245	60
muscle	ENSG00000134255.16	12054	23867	12054	23867	0	248	0	0	-0.058	1	-4.654787063598633	0	-21.419025421142578	-3.77254581451416	246	3
muscle	ENSG00000188716.6	10258	126	10258	126	0	139	0	1	0.161978417266187	1	-2.7630441188812256	0	-8.040287971496582	-4.875002861022949	139	60
muscle	ENSG00000188716.6	10258	127	10258	127	0	139	0	1	0.161978417266187	1	-2.7630441188812256	0	-8.040287971496582	-3.3161368370056152	139	60
muscle	ENSG00000293542.1	23485	128	23485	128	0	126	0	1	0.2234206349206348	0	-3.041173458099365	0	5.723844528198242	-19.977954864501953	126	60
muscle	ENSG00000293542.1	23485	36207	23485	36207	0	169	0	1	0.1707278106508875	0	-7.109640598297119	0	-8.222517013549805	13.285737991333008	169	60
muscle	ENSG00000156671.15	27240	129	129	27240	1	49	0	1	0.154	0	-1.1139771938323977	0	-9.07186508178711	-0.9258840680122375	41	14
muscle	ENSG00000156671.15	27240	14744	27240	14744	0	123	0	1	-0.0339532710280373	0	1.9740556478500368	0	9.23640251159668	-5.45187520980835	107	19
muscle	ENSG00000156671.15	27240	33060	33060	27240	1	36	0	1	0.36475	0	-0.5589045286178589	0	-4.943179607391357	-4.049025058746338	36	60
muscle	ENSG00000156671.15	27240	33064	33064	27240	1	7	0	1	0.3364285714285714	0	-0.0348918512463569	0	-2.8277416229248047	1.0584263801574707	7	60
muscle	ENSG00000173267.14	14541	130	14541	130	0	33	0	1	0.246060606060606	0	-0.3622702360153198	0	-15.466926574707031	5.792280197143555	33	60
muscle	ENSG00000148688.14	14448	132	132	14448	1	60	0	0	0.1369285714285714	0	-2.941096782684326	0	-13.890923500061035	-4.593895435333252	56	6
muscle	ENSG00000213390.11	12334	133	133	12334	1	36	0	1	0.1706388888888889	0	-0.8072220087051392	0	1.6996101140975952	-7.415670394897461	36	60
muscle	ENSG00000014919.13	1622	138	1622	138	0	126	0	1	-0.0061587301587301	0	3.998061656951904	0	13.371134757995605	0.4178149104118347	126	9
muscle	ENSG00000014919.13	1622	14138	1622	14138	0	61	0	1	0.0343191489361702	0	-0.1662310510873794	0	-0.8681642413139343	-2.6850104331970215	47	16
muscle	ENSG00000107566.14	20195	19285	19285	20195	1	27	0	1	0.0881851851851852	0	-0.6385074257850647	0	-7.198001384735107	-0.516059398651123	27	60
muscle	ENSG00000095485.18	11492	140	140	11492	1	12	0	1	-0.09125	0	-0.2684369087219238	0	-13.36311149597168	-1.4249018430709839	12	60
muscle	ENSG00000107821.15	14071	142	14071	142	0	199	1	1	0.1594321608040201	1	-1.175321340560913	1	-2.865997791290283	-2.972257137298584	199	60
muscle	ENSG00000107821.15	14071	23750	14071	23750	0	168	1	1	0.1658048780487805	1	-0.8479334115982056	1	6.235980987548828	-8.098989486694336	164	5
muscle	ENSG00000116455.14	2623	143	2623	143	0	50	1	0	0.169625	1	1.3399122953414917	1	10.333910942077637	6.331303596496582	48	8
muscle	ENSG00000116455.14	2623	144	2623	144	0	50	1	0	0.169625	1	1.3399122953414917	1	10.333910942077637	7.013366222381592	48	8
muscle	ENSG00000269609.7	149	148	149	148	0	245	0	1	0.2054431818181817	1	-1.6899114847183228	0	-2.120816946029663	-1.9516215324401855	176	85
muscle	ENSG00000107882.12	13995	150	13995	150	0	515	0	1	0.1327995594713656	1	12.61846923828125	0	12.44375228881836	12.631250381469727	454	71
muscle	ENSG00000107882.12	13995	151	13995	151	0	515	0	1	0.1327995594713656	1	12.61846923828125	0	12.44375228881836	12.519411087036133	454	71
